name,latitude,longitude,keyword_1,count_1,keyword_2,count_2,keyword_3,count_3
New York,40.7128,-74.006,paint,38.0,sculptur,26.0,photograph,17.0
Los Angeles,34.0549,-118.2426,contemporary,16.0,garden,10.0,wood,9.0
Chicago,41.8781,-87.6298,paint,58.0,contemporary,27.0,mural,14.0
Phoenix,33.4484,-112.074,contemporary,21.0,paint,15.0,garden,10.0
Houston,29.7604,-95.3698,design,35.0,contemporary,25.0,photograph,17.0
San Antonio,29.4252,-98.4946,contemporary,24.0,glass,7.0,sculptur,7.0
San Diego,32.7157,-117.1611,photograph,17.0,paint,16.0,contemporary,16.0
Philadelphia,39.9526,-75.1652,paint,12.0,wood,12.0,print,10.0
Dallas,32.7767,-96.797,festival,19.0,wood,18.0,fair,16.0
Austin,30.2672,-97.7431,sculptur,17.0,photograph,8.0,contemporary,7.0
Indianapolis,39.7684,-86.1581,design,2.0,contemporary,1.0,garden,1.0
Seattle,47.6061,-122.3328,festival,7.0,20th century,3.0,immers,3.0
Denver,39.7392,-104.9903,paint,30.0,design,18.0,contemporary,16.0
San Francisco,37.7749,-122.4194,paint,23.0,fair,11.0,design,5.0
Oklahoma City,35.4676,-97.5164,contemporary,10.0,digital,10.0,immers,8.0
DC,38.9072,-77.0369,portrait,17.0,paint,12.0,photograph,11.0
Nashville,36.1627,-86.7816,paint,18.0,contemporary,12.0,wood,12.0
El Paso,31.7619,-106.485,paint,17.0,contemporary,13.0,glass,7.0
Las Vegas,36.1716,-115.1391,immers,13.0,fine art,9.0,interactiv,9.0
Boston,42.3601,-71.0589,paint,10.0,photograph,10.0,draw,8.0
Fort Worth,32.7555,-97.3308,paint,22.0,wood,21.0,design,20.0
Jacksonville,30.3322,-81.6557,paint,44.0,photograph,23.0,sculptur,19.0
Columbus,32.461,-84.9877,visual art,8.0,paint,8.0,contemporary,6.0
Charlotte,35.2271,-80.8431,mural,16.0,paint,11.0,design,7.0
San Jose,37.3387,-121.8853,paint,3.0,folk,3.0,draw,2.0
Louisville,38.2527,-85.7585,contemporary,9.0,paint,7.0,fine art,6.0
Portland,45.5152,-122.6784,contemporary,32.0,paint,16.0,visual art,13.0
Memphis,35.1495,-90.049,garden,19.0,paint,7.0,mural,6.0
Detroit,42.3314,-83.0458,contemporary,10.0,paint,5.0,design,3.0
Baltimore,39.2904,-76.6122,contemporary,28.0,fair,10.0,sculptur,7.0
Milwaukee,43.0389,-87.9065,visual art,4.0,contemporary,4.0,fine art,2.0
Albuquerque,35.0844,-106.6504,photograph,15.0,paint,8.0,contemporary,4.0
Sacramento,38.5816,-121.4944,modern,5.0,draw,3.0,paint,3.0
Fresno,36.7378,-119.7871,photograph,6.0,paint,3.0,portrait,2.0
Tucson,32.254,-110.9742,sculptur,23.0,mural,14.0,garden,10.0
Atlanta,33.7488,-84.3877,contemporary,20.0,fine art,12.0,paint,10.0
Kansas City,39.0997,-94.5786,contemporary,19.0,paint,13.0,visual art,5.0
Mesa,33.4152,-111.8315,wood,14.0,sculptur,14.0,garden,11.0
Colorado Springs,38.8339,-104.8214,wood,10.0,paint,4.0,fine art,3.0
Omaha,41.2565,-95.9345,contemporary,9.0,garden,5.0,visual art,2.0
New Orleans,29.9511,-90.0715,sculptur,15.0,photograph,13.0,garden,11.0
Cleveland,41.4993,-81.6944,contemporary,15.0,sculptur,13.0,paint,6.0
Arlington,32.7357,-97.1081,fair,5.0,contemporary,4.0,visual art,3.0
Aurora,39.7294,-104.8319,sculptur,8.0,design,5.0,illustrat,3.0
Anaheim,33.8366,-117.9143,paint,9.0,photograph,9.0,digital,5.0
Virginia Beach,36.8516,-75.9792,paint,8.0,sculptur,7.0,design,6.0
Miami,25.7617,-80.1918,contemporary,11.0,paint,8.0,print,6.0
Raleigh,35.7796,-78.6382,festival,15.0,craft,12.0,paint,9.0
Oakland,37.8044,-122.2712,contemporary,3.0,design,2.0,garden,2.0
Long Beach,33.7701,-118.1937,paint,33.0,contemporary,12.0,garden,8.0
Stockton,37.9577,-121.2908,paint,7.0,fine art,4.0,craft,4.0
Riverside,33.9806,-117.3755,paint,9.0,photograph,8.0,print,7.0
Honolulu,21.3099,-157.8581,contemporary,12.0,paint,11.0,craft,5.0
Lexington,38.0406,-84.5037,festival,19.0,craft,7.0,contemporary,7.0
Henderson,36.0395,-114.9817,festival,2.0,paint,1.0,visual art,0.0
Paul,44.9537,-93.09,design,5.0,draw,3.0,digital,2.0
Pittsburgh,40.4406,-79.9959,photograph,19.0,contemporary,13.0,wood,9.0
Newark,40.7357,-74.1724,festival,40.0,print,4.0,sculptur,4.0
Greensboro,36.0726,-79.792,visual art,6.0,modern,5.0,garden,4.0
Lincoln,40.8136,-96.7026,sculptur,30.0,garden,23.0,mural,7.0
Minneapolis,44.9778,-93.265,sculptur,17.0,paint,13.0,garden,11.0
Tulsa,36.154,-95.9928,contemporary,13.0,paint,11.0,wood,8.0
Bakersfield,35.3733,-119.0187,draw,4.0,paint,3.0,photograph,3.0
Tampa,27.9517,-82.4588,photograph,11.0,glass,11.0,contemporary,10.0
Wichita,37.6872,-97.3301,glass,17.0,festival,13.0,photograph,10.0
Corpus Christi,27.8006,-97.3964,mural,16.0,paint,6.0,design,5.0
Orlando,28.5384,-81.3789,contemporary,5.0,photograph,5.0,digital,4.0
Cincinnati,39.1031,-84.512,contemporary,16.0,visual art,9.0,photograph,8.0
Santa Ana,33.7455,-117.8677,festival,24.0,contemporary,6.0,garden,6.0
Irvine,33.6846,-117.8265,paint,3.0,contemporary,3.0,interactiv,3.0
Irving,32.814,-96.9489,sculptur,8.0,garden,7.0,festival,4.0
St. Pete,27.7671,-82.6384,glass,34.0,craft,22.0,mural,18.0
Chesapeake,36.7682,-76.2875,craft,21.0,festival,14.0,paint,7.0
Laredo,27.5036,-99.5076,garden,15.0,design,7.0,craft,6.0
Glendale,33.5387,-112.186,garden,3.0,festival,2.0,immers,2.0
Chula Vista,32.6401,-117.0842,design,2.0,garden,2.0,fine art,1.0
Chandler,33.3062,-111.8413,print,4.0,design,3.0,photograph,3.0
Vegas,36.1989,-115.1175,mural,7.0,immers,7.0,fine art,6.0
Buffalo,42.8864,-78.8784,paint,10.0,digital,10.0,wood,9.0
Gilbert,33.3528,-111.789,photograph,19.0,contemporary,4.0,print,3.0
Winston-Salem,36.0999,-80.2442,craft,20.0,paint,15.0,contemporary,15.0
Scottsdale,33.4949,-111.9217,paint,22.0,sculptur,11.0,contemporary,7.0
Boise,43.615,-116.2023,portrait,43.0,mural,21.0,photograph,4.0
Norfolk,36.8508,-76.2859,folk,154.0,garden,9.0,fair,9.0
Baton Rouge,30.4515,-91.1871,festival,25.0,garden,4.0,interactiv,3.0
Tacoma,47.2529,-122.4443,glass,31.0,wood,7.0,festival,6.0
Hialeah,25.8576,-80.2781,garden,11.0,design,8.0,contemporary,4.0
Santa Clarita,34.3917,-118.5426,print,6.0,paint,4.0,fine art,2.0
San Bernardino,34.1083,-117.2898,contemporary,4.0,design,3.0,craft,2.0
Jersey City,40.7178,-74.0431,visual art,11.0,draw,8.0,architectur,4.0
Plano,33.0198,-96.6989,paint,10.0,photograph,10.0,portrait,3.0
Anchorage,61.2176,-149.8997,photograph,4.0,print,2.0,illustrat,1.0
St. Louis,38.627,-90.1994,contemporary,19.0,paint,18.0,sculptur,9.0
Durham,35.994,-78.8986,mural,15.0,sculptur,4.0,contemporary,3.0
Madison,43.0722,-89.4008,contemporary,4.0,photograph,4.0,festival,4.0
Reno,39.5299,-119.8143,fine art,10.0,draw,5.0,paint,5.0
Fort Wayne,41.0793,-85.1394,architectur,11.0,festival,11.0,design,9.0
Toledo,41.6528,-83.5379,glass,22.0,festival,22.0,visual art,8.0
Lubbock,33.5846,-101.8456,paint,15.0,fine art,13.0,craft,11.0
Augusta,33.4735,-82.0105,sculptur,4.0,paint,3.0,design,2.0
Salt Lake City,40.7608,-111.891,fine art,5.0,wood,4.0,print,3.0
Little Rock,34.7445,-92.288,fine art,15.0,sculptur,6.0,craft,3.0
Frisco,33.1507,-96.8236,paint,18.0,visual art,14.0,wood,9.0
Cape Coral,26.5629,-81.9495,festival,6.0,paint,3.0,print,3.0
Rochester,43.1566,-77.6088,photograph,9.0,festival,7.0,contemporary,5.0
Des Moines,41.5868,-93.625,wood,10.0,paint,4.0,sculptur,4.0
Fayetteville,35.0524,-78.8784,paint,5.0,photograph,5.0,visual art,0.0
Huntsville,34.7304,-86.5861,craft,9.0,festival,5.0,photograph,1.0
Fremont,37.5485,-121.9886,photograph,4.0,fine art,2.0,design,2.0
Richmond,37.5407,-77.436,design,14.0,visual art,0.0,fine art,0.0
St. Lucie,27.273,-80.3582,garden,2.0,clay,1.0,visual art,0.0
Quebec,46.8131,-71.2075,contemporary,13.0,design,4.0,paint,3.0
Winnipeg,49.8954,-97.1385,contemporary,5.0,photograph,4.0,sculptur,4.0
Mississauga,43.589,-79.6441,design,3.0,paint,2.0,sculptur,1.0
Hamilton,43.2557,-79.8711,contemporary,16.0,print,10.0,paint,8.0
Vancouver,49.2827,-123.1207,mural,8.0,festival,7.0,contemporary,5.0
Montreal,45.5019,-73.5674,architectur,14.0,digital,13.0,paint,11.0
Toronto,43.6532,-79.3832,contemporary,10.0,print,5.0,design,5.0
Edmonton,53.5461,-113.4937,paint,4.0,craft,4.0,photograph,3.0
Ottawa,45.4215,-75.6972,photograph,5.0,print,4.0,visual art,3.0
Windsor,42.3149,-83.0364,design,8.0,folk,4.0,wood,4.0
Markham,43.8561,-79.337,wood,6.0,draw,2.0,garden,2.0
Victoria,48.4284,-123.3656,contemporary,13.0,wood,13.0,paint,9.0
Okanagan,49.8339,-119.5236,design,7.0,paint,6.0,photograph,4.0
Oshawa,43.8971,-78.8658,paint,6.0,photograph,5.0,digital,4.0
Laval,45.6066,-73.7124,photograph,9.0,draw,6.0,visual art,5.0
Halifax,44.8857,-63.1005,festival,19.0,photograph,7.0,draw,5.0
Surrey,49.1913,-122.849,paint,3.0,digital,3.0,modern,2.0
London,51.5072,-0.1276,photograph,27.0,modern,18.0,sculptur,14.0
Brampton,43.7315,-79.7624,draw,2.0,paint,1.0,modern,1.0
Mexico City,19.4326,-99.1332,paint,13.0,sculptur,10.0,print,4.0
Iztapalapa,19.3467,-99.0799,arte,1.0,visual art,0.0,fine art,0.0
Guadalajara,20.6752,-103.3473,fair,2.0,glass,1.0,visual art,0.0
Puebla,19.0414,-98.2063,contemporary,5.0,arte,5.0,architectur,4.0
Aguascalientes,21.8853,-102.2916,arte,5.0,contemporáne,4.0,digital,1.0
Hermosillo,29.073,-110.9559,arte,56.0,contemporáne,15.0,modern,5.0
Juarez,31.6904,-106.4245,arte,14.0,pintura,12.0,design,7.0
Zapopan,20.672,-103.4165,arte,7.0,paint,3.0,contemporary,1.0
Gustavo,19.4873,-99.1236,arte,5.0,pintura,3.0,mural,2.0
Mexicali,32.6245,-115.4523,arte,4.0,fotografía,2.0,digital,1.0
Culiacán,24.8091,-107.394,arte,13.0,pintura,4.0,madera,3.0
Acapulco,16.864,-99.8823,arte,73.0,artesanía,33.0,a mano,9.0
Guadalupe,16.265,-61.551,feria,6.0,arte,2.0,digital,1.0
Tlalnepantla,19.5345,-99.1907,arte,9.0,diseño,2.0,escultura,2.0
Matamoros,25.869,-97.5027,arte,26.0,contemporáne,3.0,festival,2.0
Venustiano Carranza,19.4306,-99.095,arte,7.0,digital,2.0,pintura,2.0
Apodaca,25.7765,-100.1859,arte,15.0,festival,1.0,fotografía,1.0
Veracruz,19.1738,-96.1342,arte,39.0,artesanía,3.0,digital,2.0
San Nicolás,12.4228,-69.8776,mural,11.0,arte,4.0,pintura,3.0
Coyoacan,19.3487,-99.1629,arte,46.0,contemporáne,5.0,arquitectura,4.0
Cancun,21.1619,-86.8515,sculptur,8.0,paint,6.0,design,3.0
Querétaro,20.5888,-100.3899,arte,38.0,interactiv,3.0,diseño,3.0
Torreón,25.5428,-103.4068,arte,12.0,pintura,2.0,retrato,1.0
Chimalhuacán,19.4314,-98.9582,arte,11.0,digital,8.0,retrato,2.0
Xochimilco,19.2572,-99.103,festival,1.0,inmersiv,1.0,arte,1.0
Xalapa,19.5438,-96.9102,arte,3.0,digital,2.0,arte visual,1.0
Azcapotzalco,19.4847,-99.1887,arte,9.0,escultura,2.0,visual art,0.0
Tonalá,20.6237,-103.2414,arte,16.0,cerámic,7.0,electrónic,3.0
Benito Juárez,19.2354,-99.0927,arte,4.0,cuadro,1.0,fiesta,1.0
Toluca,19.2826,-99.6557,arte,33.0,escultura,8.0,diseño,6.0
Durango,24.0248,-104.6608,arte,42.0,mural,22.0,modern,16.0
Tuxtla,16.7516,-93.103,arte,7.0,jardin,2.0,contemporáne,2.0
Morelia,19.706,-101.195,arte,13.0,artesanía,4.0,contemporáne,3.0
Tlaquepaque,20.6025,-103.3362,arte,35.0,escultura,7.0,artesanía,5.0
Tlalpan,19.2791,-99.2114,arte,16.0,grabado,5.0,electrónic,1.0
Reynosa,26.0508,-98.2979,arte,9.0,pintura,2.0,mural,1.0
Naucalpan,19.4737,-99.2337,jardin,2.0,escultura,2.0,arte,2.0
Mérida,20.9674,-89.5926,arte,24.0,contemporáne,4.0,diseño,4.0
Chihuahua,28.6434,-106.0588,arte,3.0,fotografía,2.0,electronic,1.0
Monterrey,25.6866,-100.3161,fair,1.0,艺术,1.0,visual art,0.0
Neza,19.3995,-98.9897,arte,12.0,feria,5.0,fiesta,2.0
Nuevo Laredo,27.4779,-99.5496,arte,6.0,grabado,1.0,contemporáne,1.0
Iztacalco,19.3948,-99.0977,arte,24.0,interactiv,5.0,photograph,4.0
Villahermosa,17.9895,-92.9475,feria,9.0,arte,7.0,modern,3.0
Xico,19.4248,-97.0042,arte,27.0,interactiv,18.0,digital,3.0
Celaya,20.528,-100.8113,arte,21.0,artesanía,5.0,festival,2.0
Limon,9.9913,-83.0415,festival,4.0,ethnic,2.0,print,1.0
Panama,8.9824,-79.5199,contemporary,12.0,paint,7.0,fine art,4.0
San Salvador,13.6929,-89.2182,sculptur,5.0,design,3.0,festival,3.0
Jose,9.9281,-84.0907,design,5.0,sculptur,5.0,contemporary,3.0
Belize,17.5046,-88.1962,paint,11.0,wood,11.0,craft,8.0
Guatemala City,14.6349,-90.5069,modern,7.0,contemporary,6.0,architectur,5.0
Leon,12.4343,-86.8805,arte,23.0,architectur,6.0,paint,4.0
Managua,12.115,-86.2362,folk,2.0,paint,1.0,print,1.0
Tegucigalpa,14.065,-87.1715,paint,5.0,fine art,2.0,draw,2.0
San Pedro Sula,15.5039,-88.0139,contemporary,4.0,sculptur,3.0,paint,2.0
Fortaleza,-3.7327,-38.527,festival,4.0,arte,4.0,visual art,0.0
Belo Horizonte,-19.9191,-43.9387,design,19.0,contemporary,9.0,modern,9.0
Sao Paulo,-23.5558,-46.6396,arte,14.0,contemporary,12.0,design,12.0
Salvador,-12.9777,-38.5016,architectur,21.0,paint,15.0,arte,14.0
Rio de Janeiro,-22.9068,-43.1729,modern,6.0,fine art,4.0,folk,3.0
Curitiba,-25.4269,-49.2652,arte,7.0,design,3.0,photograph,3.0
Belem,-1.4563,-48.5013,contemporary,8.0,arte,7.0,paint,3.0
Porto Alegre,-30.0368,-51.209,festival,4.0,contemporary,2.0,arte,2.0
Manaus,-3.119,-60.0217,garden,5.0,festival,2.0,visual art,1.0
Recife,-8.0578,-34.8829,arte,8.0,paint,7.0,modern,4.0
Cali,3.4516,-76.532,modern,5.0,architectur,5.0,design,4.0
Barranquilla,11.0041,-74.807,architectur,6.0,immers,4.0,paint,3.0
Medellin,6.2476,-75.5658,contemporary,15.0,modern,12.0,sculptur,7.0
Bucaramanga,7.1193,-73.1227,contemporary,7.0,arte,7.0,modern,5.0
Cartagena,10.3932,-75.4832,design,13.0,modern,8.0,paint,2.0
Bogota,4.711,-74.0721,paint,11.0,contemporary,10.0,modern,7.0
Pereira,4.8087,-75.6906,arte,15.0,mural,5.0,sculptur,5.0
Florianopolis,-27.5969,-48.5468,architectur,7.0,electronic,3.0,print,2.0
Niteroi,-22.8807,-43.1014,contemporary,8.0,modern,4.0,design,2.0
Joao Pessoa,-7.1188,-34.8814,festival,1.0,visual art,0.0,fine art,0.0
Campo Grande,-20.4649,-54.6218,arte,11.0,modern,9.0,architectur,9.0
Serra,-20.128,-40.3081,paint,17.0,design,5.0,contemporary,4.0
Goytacazes,-21.7624,-41.3187,contemporary,2.0,paint,1.0,architectur,1.0
Betim,-19.9697,-44.2032,garden,3.0,contemporary,1.0,modern,1.0
Salta,-24.7821,-65.4232,paint,4.0,contemporary,4.0,architectur,4.0
Mar del Plata,-38.0055,-57.5426,contemporary,9.0,architectur,8.0,modern,3.0
La Plata,-34.9205,-57.9536,design,4.0,fine art,3.0,contemporary,3.0
Resistencia,-27.4519,-58.9856,fotografia,2.0,craft,1.0,festival,1.0
Cordoba,-31.4201,-64.1888,architectur,19.0,arte,9.0,photograph,6.0
Rosario,-32.9587,-60.693,fine art,1.0,garden,1.0,contemporáne,1.0
San Miguel de Tucum,-26.8083,-65.2176,paint,8.0,contemporary,7.0,modern,5.0
Mendoza,-32.8895,-68.8458,arte,8.0,contemporary,6.0,paint,4.0
Buenos Aires,-34.6037,-58.3816,arte,19.0,modern,12.0,contemporary,11.0
Natal,-5.7842,-35.2,arte,19.0,craft,14.0,paint,6.0
Goiania,-16.6868,-49.2708,contemporary,1.0,festival,1.0,visual art,0.0
Brasilia,-15.7975,-47.8919,paint,1.0,digital,1.0,architectur,1.0
Sao Luis,-2.5307,-44.2989,festival,24.0,arte,22.0,sculptur,20.0
Maceio,-9.666,-35.7352,folk,3.0,festival,3.0,architectur,2.0
Maracaibo,10.641,-71.6074,contemporary,4.0,arte,3.0,photograph,2.0
Caracas,10.4806,-66.9036,contemporary,26.0,fine art,19.0,arte,17.0
Valencia,39.4699,-0.3763,paint,14.0,arte,12.0,festival,9.0
Maracay,10.2442,-67.6066,festival,2.0,contemporary,1.0,arte,1.0
Barquisimeto,10.0678,-69.3474,craft,2.0,architectur,2.0,glass,2.0
Santa Marta,11.2404,-74.211,street art,8.0,garden,4.0,architectur,3.0
Neiva,2.9345,-75.2809,festival,20.0,folk,8.0,sculptur,6.0
Pasto,1.2059,-77.2858,architectur,4.0,festival,3.0,design,2.0
Manizales,5.063,-75.5028,festival,22.0,arte,15.0,fair,9.0
Ibague,4.4447,-75.2424,contemporary,11.0,arte,8.0,folk,6.0
Santiago,-33.4489,-70.6693,arte,8.0,contemporary,7.0,interactiv,7.0
Antofagasta,-23.6509,-70.3975,fine art,5.0,paint,5.0,design,2.0
Valparaiso,-33.0473,-71.6127,street art,10.0,fine art,5.0,mural,5.0
Puente Alto,-33.6029,-70.5771,contemporary,3.0,design,3.0,photograph,3.0
Cuenca,-2.9001,-79.0059,arte,13.0,modern,9.0,photograph,6.0
Guayaquil,-2.1891,-79.8899,modern,10.0,contemporary,5.0,contemporáne,5.0
Quito,-0.2233,-78.5141,paint,9.0,sculptur,5.0,modern,3.0
La Paz,-16.4897,-68.1193,paint,22.0,contemporary,9.0,modern,9.0
Sierra,-17.7981,-63.1925,arte,15.0,paint,6.0,folk,4.0
Sucre,-19.0353,-65.2592,print,5.0,paint,4.0,architectur,3.0
Cochabamba,-17.414,-66.1653,contemporary,10.0,arte,7.0,architectur,3.0
Iquitos,-3.7438,-73.2516,craft,4.0,architectur,4.0,photograph,3.0
Piura,-5.1783,-80.6549,festival,4.0,arte,3.0,architectur,2.0
Chimbote,-9.0633,-78.589,design,5.0,architectur,5.0,clay,4.0
Huancayo,-12.0686,-75.2103,craft,7.0,festival,4.0,fair,3.0
Lima,-12.0467,-77.0431,contemporary,10.0,design,7.0,craft,6.0
Trujillo,-8.1158,-79.0257,festival,13.0,contemporary,6.0,arte,5.0
Callao,-12.0512,-77.1257,graffiti,9.0,contemporary,4.0,festival,4.0
Chiclayo,-6.7713,-79.8452,clay,41.0,festival,9.0,fair,6.0
Arequipa,-16.4057,-71.5401,architectur,3.0,arte,3.0,paint,2.0
Montevideo,-34.9055,-56.1851,arte,5.0,decorativ,4.0,modern,3.0
Paramaribo,5.852,-55.2038,modern,96.0,paint,15.0,contemporary,11.0
Georgetown,6.8013,-58.1551,wood,15.0,garden,14.0,ethnic,10.0
Ciudad del Este,-25.4987,-54.6637,electronic,6.0,craft,4.0,architectur,4.0
Asuncion,-25.2637,-57.5759,visual art,0.0,fine art,0.0,illustrat,0.0
Leipzig,51.3397,12.3731,print,16.0,photograph,9.0,architectur,7.0
Nuremberg,49.4543,11.0746,street art,12.0,contemporary,9.0,modern,8.0
Stuttgart,48.7758,9.1829,contemporary,7.0,design,7.0,garden,7.0
Dresden,51.0504,13.7373,paint,12.0,contemporary,12.0,sculptur,9.0
Düsseldorf,51.223,6.7825,contemporary,20.0,architectur,6.0,photograph,6.0
Berlin,52.52,13.405,paint,23.0,sculptur,18.0,contemporary,15.0
Cologne,50.9375,6.9603,design,6.0,street art,6.0,print,3.0
Munich,48.1351,11.582,modern,9.0,sculptur,5.0,arte,5.0
Frankfurt,50.1109,8.6821,contemporary,9.0,modern,8.0,architectur,3.0
